Number,Vendor,Length,Width,Height,Price,Description,Weight
J0807693,Crown,5.25,4.75,4.75,125,Yoke,2.10
55176430K,Crown,24.00,15.00,2.50,40,"Windshield Weatherstrip Kit",1.80
52028988AB,Crown,6.00,13.00,8.00,13.33,"Radiator Hose",0.90
J0941662,Crown,2.00,2.00,0.50,3.17,"Cluster Gear Thrust Washer",0.10
83506286,Crown,14.00,8.00,6.00,100,Distributor,2.80
J5758467,Crown,8.00,7.75,4.25,96.67,"Wiper Motor",4.30
J3192412,Crown,1.00,0.50,0.50,1.25,"Synchronizer Plate",0.10
J8125039,Crown,9.00,6.00,0.50,23.33,"Steering Box Seal Kit",0.30
J8124524,Crown,6.00,5.00,1.50,14,"Drum Brake Automatic Adjuster Kit",0.40
5012432AAHD,Crown,8.00,2.50,2.50,70,"Hd Ball Joint Set",2.40
52101116AC,Crown,29.00,5.75,4.75,583.33,"Catalytic Converter",7.20
5006950AA,Crown,3.50,3.25,2.50,15.83,"Leaf Spring Bushing",1.30
68171214AB,Crown,20.50,15.25,9.50,208.33,Headlight,5.80
68029912AE,Crown,16.00,11.25,7.00,325,"Air Spring",4.40
53032925AC,Crown,3.25,3.25,1.50,25,"PCV Valve",0.40
4874174AB,Crown,3.50,3.50,1.25,65,"Input Shaft Bearing",1.10
68171944AD,Crown,9.00,8.50,2.50,28.33,"Brake Hose",0.80
J8127471,Crown,1.00,1.00,0.12,0.38,"Shift Rod O-Ring",0.10
5073178AA,Crown,16.75,10.75,3.50,158.33,"Evaporator Core",4.00
5065659AA,Crown,13.00,1.00,1.00,28.33,"Decklid Support",0.30
55156766AE,Crown,12.00,4.50,3.50,38.33,"Parking Light",0.60
J0946550,Crown,18.00,1.00,1.00,15,"Brake Hose",0.30
J0639957,Crown,10.50,9.75,0.12,3.17,"Differential Cover Gasket",0.10
J5455290,Crown,2.25,2.25,1.50,3.33,"Body Mount Bushing",0.10
5103203AA,Crown,3.25,3.25,1.25,12.5,"Parking Brake Hardware Kit",0.10
RT30018,Crown,21.75,5.00,4.25,18.33,"Mirror Arm",4.31
J0978529,Crown,8.50,4.00,3.50,93.6,"Wiper Motor",2.40
CT20336,Crown,49.00,30.00,6.00,771.53,"Complete Top",50.50
J5363229,Crown,11.00,6.00,47.00,130,"Leaf Spring Assembly",19.00
J0640409,Crown,2.75,2.75,0.12,4.17,"Thrust Washer",0.10
4779450AD,Crown,19.00,3.00,3.00,25,"Brake Hose",0.50
5290804AB,Crown,14.00,8.00,5.50,25,"Radiator Hose",1.00
J5455301,Crown,10.50,3.00,2.50,8.33,"Mirror Arm",0.60
J3200496,Crown,1.50,1.25,1.25,5,"Sector Shaft Bushing",0.10
J0803639,Crown,4.00,2.50,2.25,38.33,"Wheel Cylinder",0.90
RT27050,Crown,20.50,20.25,11.50,626.67,"Locking Center Console",21.20
J0999200,Crown,33.00,3.00,1.50,41.67,"Drag Link",4.40
5017842AA,Crown,3.00,3.00,3.00,25.83,"Brake Caliper Rebuild Kit",0.40
52018933,Crown,46.00,22.50,9.50,283.33,"Front Pipe",13.00
J8124362,Crown,2.00,2.00,0.25,3.17,"Ball Joint Snap Ring",0.10
6505623AA,Crown,1.00,1.00,0.50,1.33,"Nylon Lock Nut",0.10
5083791AA,Crown,4.00,6.25,7.00,53,"Brake Caliper",6.90
55155447AC,Crown,14.50,9.00,7.50,91.67,Mirror,3.20
CH1,Crown,6.00,6.00,5.00,6.67,"Cup Holder",0.50
4805860AA,Crown,5.00,2.75,2.50,18.33,"Side Marker Light",0.20
4596466AG,Crown,15.00,10.00,8.50,65,"Coolant Bottle",3.00
4806218AD,Crown,8.00,5.25,2.75,31.67,"Side Marker Light",0.40
J0991062,Crown,0.25,1.00,1.00,1.58,"Input Bearing Retainer Gasket",0.10
J3235405,Crown,4.00,2.50,0.12,1.25,"Carburetor Gasket",0.10
SB10015,Crown,12.25,11.00,3.50,41.99,"Soft Top Storage Sleeve",2.10
5011836AA,Crown,6.50,5.00,5.00,12.5,"Air Filter",0.70
J0641856,Crown,22.00,12.00,3.00,46.67,"Exhaust Pipe",3.00
55360333AF,Crown,3.00,3.00,10.00,34.17,"Door Handle",0.60
68184782AB,Crown,20.50,3.75,3.75,46.67,"Camber Link",3.60
J0911693,Crown,12.00,10.00,1.50,38.33,"Parking Brake Cable",1.20
68304018AA,Crown,3.25,3.25,1.25,5.83,"Spark Plug",0.13
68277340AC,Crown,22.00,5.50,4.25,48.33,"Control Arm",4.80
68078270AB,Crown,72.00,17.00,8.00,200,Fascia,3.80
52128692AA,Crown,6.50,6.25,6.25,165,"Hub Assembly",11.40
J0647584,Crown,7.50,4.00,1.50,7.67,"Oil Filter Hose",0.10
4782684AB,Crown,2.50,2.00,2.00,3.5,"Sway Bar Bushing",0.20
J0929408,Crown,3.00,3.00,0.12,21.67,"Pinion Shim Set",0.10
6034804AB,Crown,1.38,1.38,0.38,3,"Expansion Plug",0.06
RT32018,Crown,7.50,7.00,4.75,81.67,"Wheel Spacer Set",8.60
5012362P020,Crown,19.50,9.00,4.50,86.67,"Piston & Pin",10.80
4606701AF,Crown,21.00,14.00,2.00,70,"Ignition Wire Set",2.20
J3182585,Crown,5.00,2.00,2.00,19.17,"Intake Valve",0.30
J0998666,Crown,3.50,0.75,0.75,10,"Clutch Adjuster",0.20
52060012AC,Crown,2.50,2.00,2.00,7.5,"Sway Bar Bushing",0.19
J3192431,Crown,4.50,4.50,0.50,1.25,"Input Bearing Retainer Gasket",0.10
4792443AA,Crown,3.00,3.00,2.00,106.67,"Timing Chain Tensioner",0.69
56009450AC,Crown,12.00,4.50,3.25,125,"Window Switch",0.60
5012808AB,Crown,11.00,10.50,9.25,583.33,"Differential Case Kit",16.00
SC10024,Crown,21.00,20.00,3.50,59.99,"Seat Cover Set",4.10
J3223202,Crown,6.00,2.25,0.50,4,"Coolant Bottle Cap",0.10
J3239703,Crown,4.25,2.50,2.50,15.52,"Headlight Dimmer Switch",0.20
J0999546,Crown,7.25,4.25,1.00,4.67,U-Bolt,0.80
J4007109,Crown,2.00,0.50,0.50,2.67,"Exhaust Manifold Stud",0.10
4879432M,Crown,8.00,4.50,4.00,108.33,"Wiper Motor",2.80
68428453AA,Crown,5.00,3.00,0.50,13.33,"Intake Manifold Seal Kit",0.02
53054360AC,Crown,20.50,13.00,4.25,245,"Clutch Hydraulic Assembly",3.40
J5350644,Crown,0.75,0.75,0.25,0.6,"Split Lock Washer",0.10
J5362842,Crown,1.25,3.00,19.25,20,"Brake Hose",0.20
5FW46ACQAC,Crown,4.00,3.00,10.50,38.33,"Door Handle",0.60
52128693AA,Crown,6.25,6.25,6.25,165,"Hub Assembly",11.40
J5465791,Crown,3.75,2.00,8.25,10,"Side Marker Light Base",0.10
53010340AB,Crown,30.00,12.00,10.00,125,"Engine Oil Pan",9.00
J3216159,Crown,14.00,13.50,3.25,151.67,"Pressure Plate",13.30
52087635,Crown,3.25,3.25,1.50,13.33,"Bump Stop Cup",0.40
68004016AA,Crown,3.00,3.00,3.00,40,"Blend Door Actuator",0.31
C925MASKIT,Crown,8.00,6.00,4.25,241.67,"Differential Overhaul Kit",5.80
52080030AD,Crown,22.00,9.00,4.00,36.67,"Radiator Hose",1.00
J0929669,Crown,3.00,3.00,0.50,1.67,"Fuel Sending Unit Lock Ring",0.10
J3200491,Crown,0.50,1.25,1.25,16.5,"Worm Shaft Bearing",0.10
55395174K,Crown,66.00,6.00,1.50,40,"Door Glass Seal Kit",1.40
55395406AC,Crown,5.75,5.50,2.50,15.83,"Door Handle",0.44
J0806483,Crown,2.50,2.50,0.25,12.5,"Differential Carrier Shim Kit",0.10
J0809291,Crown,4.00,4.00,2.00,81.67,"Output Shaft Gear",2.00
J3242283,Crown,13.00,7.00,6.50,250,Starter,13.00
4720277AA,Crown,3.00,3.00,0.06,6.67,"Crankshaft Support O-Ring",0.02
J3208152,Crown,3.00,3.00,1.00,0.1,"Main Shaft Bearing",0.40
J0942597,Crown,29.50,1.25,1.00,21.67,"Accelerator Cable",0.20
7072445X,Crown,13.50,8.00,5.25,300,"Ring & Pinion Kit",14.00
J4486140,Crown,1.50,1.50,0.50,1.17,"Sector Shaft Seal",0.10
5303879AD,Crown,15.00,14.00,5.25,123.33,"Tail Light",3.00
J8128433,Crown,4.00,4.00,1.00,6.25,"Starter Brush Holder",0.10
52060299AD,Crown,3.00,3.00,3.00,9.17,"Sway Bar Bushing",0.30
J0937458,Crown,1.50,0.75,0.25,0.67,"Lock Plate",0.10
J0932107,Crown,1.75,1.75,0.50,1.58,"Snap Ring",0.10
J8134809,Crown,4.00,4.00,4.00,70,Yoke,1.90
TC303201,Crown,12.00,7.00,5.50,13.92,"Tire Cover",1.31
68395964AA,Crown,15.25,5.00,2.25,217.5,"Transfer Case Chain",5.00
J5455398,Crown,9.00,8.00,1.75,4.58,"Window Weatherstrip",0.40
53032527AB,Crown,10.25,8.50,2.25,14.83,"Air Filter",0.60
55037692AB,Crown,28.50,20.00,6.50,183.33,"Cooling Fan Module",11.10
55079420AG,Crown,14.75,10.00,4.25,150,"Tail Light",2.60
68227779AA,Crown,12.00,8.25,7.00,113.34,"Grille Insert Set",1.60
J3200492,Crown,1.50,1.50,0.50,18.33,"Worm Shaft Bearing Cup",0.10
5147214AD,Crown,57.00,14.00,9.50,241.67,"Exhaust Pipe",13.20
52079981AB,Crown,13.00,7.00,2.00,15.83,"Radiator Hose",0.60
56002378,Crown,5.00,5.00,4.00,21.67,Horn,0.70
J3229607,Crown,16.50,3.00,0.50,6.67,"Accessory Drive Belt",0.20
J0649712,Crown,8.25,2.50,2.50,35,"Ignition Coil",1.40
4677755AE,Crown,32.50,26.50,6.00,250,Radiator,12.40
RT11135T,Crown,31.00,10.00,9.50,395,"Replacement Soft Top",18.20
J0807036,Crown,20.50,7.50,0.25,11.33,"Cylinder Head Gasket",0.40
J3671981,Crown,3.25,2.00,1.75,31.5,"Headlight Switch",0.30
J0802414,Crown,3.50,1.00,1.00,4.17,"Countershaft Bearing Spacer",0.20
5XL23TZZAA,Crown,43.00,12.00,1.50,200,"Grille Surround",0.60
68003214AD,Crown,8.00,2.50,2.50,56.67,"Wiper Switch",0.40
J3227352,Crown,20.50,7.25,0.12,15,"Cylinder Head Gasket",0.40
J0945270,Crown,9.00,8.50,0.75,26.67,"Parking Brake Cable",0.80
J0945577,Crown,5.25,1.75,1.50,6.67,"Bump Stop",0.40
55078100AA,Crown,5.00,2.00,1.00,10,"Bumper Bracket",0.44
4683997AM,Crown,16.00,6.00,2.75,15.83,"Brake Hose",0.60
J8122392,Crown,22.00,5.00,3.00,225,"Transfer Case Chain",6.80
RT27054,Crown,8.50,8.00,3.50,63.33,Armrest,1.00
J3181899,Crown,9.00,7.50,0.50,1.08,"Water Pump Gasket",0.10
J3205532,Crown,4.00,3.50,1.00,51.67,"Differential Carrier Shim Set",0.20
5184357AE,Crown,3.00,3.00,2.00,75,"Timing Gear",1.00
J3232139,Crown,14.00,14.00,1.00,61.67,Flexplate,5.60
5168652AC,Crown,20.50,3.75,3.75,53.33,"Tension Strut",5.60
J0928763,Crown,5.00,4.00,1.50,26.67,"Shackle Kit",1.60
5234031,Crown,7.50,7.50,7.00,250,Alternator,12.00
E0021276,Crown,27.25,10.50,5.00,181.67,Muffler,11.80
J0991402,Crown,4.25,4.25,0.25,5,"Parking Light Lens",0.10
J3235807,Crown,29.25,7.25,7.25,216.67,"Axle Shaft",20.00
L0000194,Crown,1.00,1.00,0.50,0.92,Bulb,0.30
J0758977,Crown,11.50,7.00,6.00,25,"Coolant Bottle",1.50
6502251AA,Crown,5.00,3.00,1.00,3.67,Nut,0.06
55036595AD,Crown,34.00,12.50,7.25,191.67,"A/C Condenser",5.80
J0998710,Crown,4.00,2.50,2.50,35,"Steering Shaft Coupling",0.60
CB10015,Crown,12.00,12.00,8.50,126.67,"Combo Beach Topper",6.50
55217264AB,Crown,2.50,0.63,0.25,5.33,"Sun Visor Support",0.06
BKGM10B,Crown,6.50,6.50,6.50,116.67,"Differential Bearing Kit",4.00
J5758254,Crown,8.00,6.00,4.25,45,"Tail Light",1.10
A15044,Crown,4.00,4.00,1.75,106.67,"Output Shaft Gear",2.00
J5457197,Crown,4.25,6.00,8.00,43.33,"Tail Light",1.10
J0991022,Crown,1.75,1.75,0.50,1.33,"Snap Ring",0.10
68159271AA,Crown,7.00,2.50,2.50,65,"Ball Joint",1.20
J3223888,Crown,3.50,1.75,1.25,7.5,"Rocker Arm",0.30
J5351118,Crown,7.75,1.00,1.00,1.35,"Pedal Spring",0.20
5096344AA,Crown,11.00,10.00,7.00,53.33,"Windshield Washer Reservoir",1.00
J1371313,Crown,9.00,3.75,1.25,26.67,"Engine Mount",1.20
68003426AA,Crown,11.25,11.00,5.75,458.33,"Ring & Pinion Kit",16.90
J0801422,Crown,1.50,1.50,1.00,5,"Steering Column Bearing",0.10
J5457198,Crown,8.00,6.00,4.50,43.33,"Tail Light",1.10
J3190386,Crown,1.50,0.50,0.50,0.67,"Input Bearing Retainer Bolt",0.10
J0916319,Crown,63.00,8.50,4.75,43.33,"Exhaust Pipe",6.00
68245310AA,Crown,11.00,7.00,2.25,19.17,"Air Filter",0.80
52019241,Crown,52.25,16.00,7.75,250,"Muffler & Tailpipe",25.00
4487816,Crown,2.50,2.50,1.50,9.17,"Turn Signal Cam",0.10
6105242AA,Crown,1.00,0.75,0.25,0.8,Nut,0.02
5061585AA,Crown,17.00,10.25,7.00,213.33,"Evaporator Core",4.60
J0939993,Crown,4.00,3.50,3.50,12.5,"Engine Mount",1.30
J0940063,Crown,25.00,0.75,0.75,17.5,"Accelerator Cable",0.10
J3251156,Crown,12.00,12.00,3.00,55.47,"Brake Rotor",15.00
A556,Crown,8.00,4.00,3.00,60,"Brake Master Cylinder",3.70
J0991198,Crown,11.00,9.50,0.25,8.17,"Transmission Gasket & Seal Kit",0.10
J0948990,Crown,4.00,4.00,0.75,23.33,"Shift Fork",0.50
J0942945,Crown,20.50,1.50,1.50,12.5,"Accelerator Cable",0.20
J5352650,Crown,3.00,3.00,0.50,5.67,"Wheel Bearing Retainer",0.10
MD100679,Crown,9.00,9.00,1.25,60,"Timing Belt",0.60
J5356106,Crown,8.50,2.25,1.00,40,"Pitman Arm",1.80
83505021,Crown,11.25,10.75,9.00,466.67,"Differential Case Kit",17.90
J8129223,Crown,10.75,10.00,4.00,66.67,"Pinion & Differential Shim Kit",0.90
J0999980,Crown,14.00,12.00,1.25,25.83,"Parking Brake Cable",0.90
J5458875,Crown,21.75,1.50,1.25,6.67,"Door Channel",0.20
J0641997,Crown,2.00,0.75,0.75,1.38,"Brake Shoe Retainer Spring",0.10
5012831AB,Crown,11.00,10.50,9.00,800,"Differential Case Kit",21.00
J0733955,Crown,3.00,0.50,0.50,1.83,"Cylinder Head Bolt",0.10
J0800953,Crown,7.00,1.00,1.00,8,"Brake Hose",0.20
RT27065,Crown,10.00,3.00,1.50,9.75,"Seat Belt Extension Bracket",0.50
J5459515,Crown,2.75,2.75,1.00,5.5,"Body Mount Bushing",0.20
4880603AA,Crown,12.25,9.00,6.00,75,"Transmission Mount",4.00
J5354060,Crown,4.50,4.50,3.50,91.67,Yoke,1.70
J3631896,Crown,2.50,0.50,0.50,7,"Door Jamb Switch",0.10
52069361AC,Crown,7.75,7.75,5.50,183.33,"Hub Assembly",9.90
52069881AA,Crown,7.75,7.50,5.75,216.67,"Hub Assembly",11.50
RT20039,Crown,26.00,24.25,10.50,331.67,"Fuel Tank Skid Plate",36.20
J3231219,Crown,0.75,0.75,0.25,0.63,Fuse,0.10
J0939335,Crown,3.00,3.00,0.50,3.98,"Output Seal",0.20
J3143612,Crown,2.25,0.50,0.50,0.83,"Brake Shoe Pin",0.10
52030033AD,Crown,28.00,19.50,4.50,191.67,"Cooling Fan Module",9.50
J0953453,Crown,2.00,2.00,1.00,2.92,"Body Mount Bushing",0.10
4806179AD,Crown,78.00,28.00,23.00,150,Fascia,12.40
5145583AD,Crown,12.00,9.25,7.50,283.33,"Fuel Module",3.40
J8130142,Crown,1.00,1.00,0.50,35,"Steering Box Bearing",0.10
RT31049,Crown,18.00,14.00,2.00,102,"Stainless Steel Brake Hose Kit",2.20
J0999415,Crown,8.50,2.25,1.00,25,"Pitman Arm",1.90
J5357499,Crown,4.75,4.75,1.75,6.67,Shackle,0.80
J3201027,Crown,3.00,1.50,1.50,2.17,"Drum Brake Self Adjusting Cable",0.10
5045515AA,Crown,6.75,0.31,0.31,3.17,"Push Rod",0.13
56042770AF,Crown,5.00,5.00,5.00,116.67,Clockspring,0.50
J0663502,Crown,4.00,4.00,0.25,3.83,"Fuel Filler Neck Grommet",0.10
68400738AA,Crown,29.00,6.00,6.00,325,"Axle Shaft Assembly",17.80
4511448,Crown,42.00,4.50,4.50,233.33,"Axle Shaft Assembly",20.10
J5354934,Crown,35.00,2.00,2.00,148.33,"Steering Shaft",5.00
RT28108,Crown,7.00,4.00,3.75,43.33,"LED Parking Light Set",0.60
J0999728,Crown,12.50,12.50,3.25,70,"Brake Drum",14.40
J5356423,Crown,46.00,10.50,3.00,163.33,"Leaf Spring Assembly",49.00
J5460106,Crown,3.50,8.50,8.00,40,"Parking Light",0.80
56041677AB,Crown,5.00,5.00,2.00,73.33,"Knock Sensor",0.60
5047794AA,Crown,13.00,3.00,1.50,26.67,"Timing Chain Guide",0.20
J5460089,Crown,3.00,3.00,2.00,20,"Wiper Switch",0.10
RT31056,Crown,12.75,11.50,3.75,163.34,"Brake Line Kit",2.20
J3240515,Crown,5.75,5.25,1.00,7.92,"Carburetor Insulator",0.30
J4004968,Crown,0.75,0.75,0.50,1,"Steering Box Bolt",0.10
J3238141,Crown,3.50,3.50,0.12,1,"Hub O-Ring",0.10
J5460107,Crown,8.00,3.50,8.50,40,"Parking Light",0.80
68030654AA,Crown,21.75,20.00,3.50,75,"Window Regulator",3.81
55157127AH,Crown,51.50,13.50,11.50,45,"Fender Liner",2.00
52118606AB,Crown,46.00,16.00,3.75,65,"Transmission Cooler Hose",0.60
J5353092,Crown,10.50,9.50,2.00,18.33,"Speedometer Cable",1.10
4891176AA,Crown,10.00,7.50,1.75,10.83,"Air Filter",0.60
J0942114,Crown,1.25,1.25,0.25,0.57,"Intermediate Shaft Seal",0.10
J4486825,Crown,15.00,11.00,5.50,383.33,"Ring & Pinion",18.30
J3657374,Crown,3.75,3.75,1.25,8.33,"Rearview Mirror Mount Kit",0.10
55111211AA,Crown,25.00,8.00,4.75,23.33,"Radiator Hose",1.20
52030387AB,Crown,3.00,3.00,3.00,16.33,"Fuel Cap",0.25
J3242141,Crown,13.75,5.50,4.00,200,"Oil Pump Kit",5.00
J8124905,Crown,3.00,2.75,0.12,0.67,"Synchronizer Spring",0.10
J0802561,Crown,3.25,1.00,0.50,1.17,"Ring Gear Bolt Lock Strap",0.10
J8050461,Crown,12.00,4.25,3.00,125,"Clutch Master Cylinder",1.10
J3726992,Crown,5.50,2.25,2.00,14.17,"Window Handle",0.40
J0991066,Crown,2.00,2.00,0.25,0.83,"Snap Ring",0.10
53009378,Crown,20.00,7.00,3.75,150,"Exhaust Manifold",19.00
J3234705,Crown,2.50,2.50,1.25,7.33,"Control Arm Bushing",0.10
4581907AC,Crown,35.00,6.00,2.25,38.33,"Clutch Hose",0.40
68020597AA,Crown,8.00,4.50,4.00,108.33,"Wiper Motor",2.80
5184347P,Crown,5.00,5.00,2.00,100,"Piston & Pin",1.00
83504044,Crown,3.25,3.25,1.25,233.33,"Shift Solenoid",0.30
JA000987,Crown,1.00,0.75,0.75,5.83,"Output Shaft Bushing",0.10
J0991744,Crown,25.00,3.50,1.50,30,"Drag Link",3.40
J3223345,Crown,2.25,2.25,1.00,20,"Wheel Bearing",0.20
4792838AB,Crown,12.50,4.50,4.50,125,"Water Pump",7.00
J0947339,Crown,4.25,4.25,2.00,108.33,"Main Shaft Gear",2.80
J5359835,Crown,23.00,2.25,1.25,73.33,"Shift Lever",2.10
4761788,Crown,10.00,10.00,10.00,250,"Brake Booster",14.00
J0640781,Crown,4.00,3.75,1.75,41.67,"Input Shaft Bearing",0.80
J5355324,Crown,13.00,9.00,1.00,25,"Parking Brake Cable",1.10
J5357196,Crown,1.75,0.75,0.50,1.42,"Wheel Stud",0.10
116600,Crown,8.00,4.00,4.00,13.33,"Brake Lining Set",0.90
J8124939,Crown,3.50,3.50,1.75,33.33,"Small Parts Kit",0.40
4762496,Crown,5.00,4.75,4.50,25,"CV Joint Boot Kit",0.70
52037830,Crown,2.75,3.00,2.75,8.33,"Control Arm Bushing",0.20
T14AMK,Crown,4.00,4.00,1.50,46.67,"Small Parts Master Kit",0.90
68015101AG,Crown,8.00,6.00,4.50,75,"Multifunction Switch",0.60
J0638629,Crown,3.75,2.50,1.75,5.83,"Engine Mount",0.60
4856357AS,Crown,11.00,10.50,9.00,650,"Differential Case Kit",19.90
J0646084,Crown,3.25,3.25,1.25,10.83,"Steering Box Bearing Kit",0.30
J3181291,Crown,20.50,5.00,0.12,7.08,"Valve Cover Gasket",0.10
J3192369,Crown,1.75,0.75,0.25,1.33,"Lock Plate",0.10
J0947057,Crown,7.25,7.00,6.75,158.33,"Differential Case",10.20
J3170700,Crown,2.50,2.50,0.50,2.5,"Axle Shaft Seal",0.10
J5354689,Crown,13.00,12.00,1.50,131.67,"Clutch Disc",3.10
68401292AA,Crown,3.25,3.25,1.50,80,"Pinion Bearing Set",1.40
J3241430,Crown,1.25,1.25,0.12,4.17,"Shift Knob Insert",0.10
4641120,Crown,3.00,3.00,1.50,61.67,"Wheel Bearing",1.30
53008342,Crown,3.00,3.00,3.00,41.67,"Clutch Release Bearing",0.90
J5357191,Crown,14.50,6.50,3.00,40,"Power Steering Pressure Hose",0.60
2889565,Crown,1.75,1.00,1.00,8.33,"Thermal Time Delay Relay",0.10
4677577AC,Crown,23.25,5.00,3.00,43.33,"A/C Hose",0.40
J3182095,Crown,3.75,2.50,0.12,1.65,"Exhaust Gasket",0.10
5116146AE,Crown,8.25,8.00,8.00,81.67,"Wiper Motor",3.00
J8124514,Crown,3.00,1.75,1.25,13.33,"Drum Brake Adjuster",0.30
4743094AA,Crown,3.00,3.00,3.00,20.83,"Control Arm Bushing",0.90
J3237837,Crown,0.50,0.50,0.25,1.25,"Valve Cover Screw Seal",0.10
68145815AC,Crown,12.25,9.00,6.00,391.67,"Fuel Module",2.80
J5359322,Crown,15.00,2.00,1.00,25.83,"Brake Hose",0.40
J3237886,Crown,12.00,4.25,3.25,96.67,"Clutch Slave Cylinder",1.90
J3223344,Crown,3.00,3.00,1.00,13.33,"Wheel Bearing Cup",0.20
5015581AB,Crown,6.00,4.00,4.00,30,"Fuel Filter",0.40
J5356054,Crown,15.00,9.00,3.00,16.47,"Brake Hose",0.30
83501900,Crown,4.00,4.00,4.00,8.33,"Oil Filter",1.00
J8124517,Crown,3.50,2.50,1.50,7.92,"Drum Brake Adjuster",0.30
68247932AD,Crown,32.00,21.00,5.50,63.33,"Power Steering Pressure Hose",1.80
RT22002,Crown,37.63,25.25,13.75,613.33,"Fuel Tank Kit",27.20
J8120997,Crown,6.00,6.00,3.00,58.33,"Starter Coil Set",1.40
J4000141,Crown,0.50,0.50,0.50,1.13,Retainer,0.10
J0991070,Crown,1.75,1.75,0.12,1.83,"Bearing Retainer Snap Ring",0.10
52068965AB,Crown,7.75,7.50,5.25,246.67,"Hub Assembly",10.30
A6798,Crown,7.25,3.75,2.25,108.33,"Crankshaft Main Bearing Set",0.90
5012477AA,Crown,10.00,10.00,9.00,583.33,"Differential Case Kit",14.60
J5363756,Crown,17.00,1.50,1.00,18.33,"Brake Hose",0.30
J5356189,Crown,12.00,10.00,1.50,14.67,"Hand Brake Cable",1.30
J5461361,Crown,6.75,6.25,5.75,18.72,"Spare Tire Carrier",3.10
J0804746,Crown,14.00,13.50,2.25,115,"Pressure Plate",8.00
J4004836,Crown,1.00,1.00,0.75,1.17,"Lug Nut",0.10
4668442AA,Crown,3.00,3.00,2.00,83.33,"Wheel Bearing",1.30
83500249,Crown,20.75,2.50,2.50,136.67,Camshaft,9.10
J5351388,Crown,25.50,1.00,1.00,15,"Accelerator Cable",0.20
J4007199,Crown,1.25,1.25,0.75,2,"Valve Cover Nut",0.10
J5450558,Crown,2.50,4.00,2.50,18.9,"Headlight Switch",0.40
CT20437T,Crown,50.00,29.75,6.00,737.75,"Complete Top",49.00
J5359943,Crown,5.00,5.00,1.50,7.5,"Clutch Rod",0.30
J0811351,Crown,8.50,8.00,3.50,63.33,Hub,6.50
J0805311,Crown,3.25,3.25,1.25,28.33,"Differential Carrier Bearing",0.80
J0908226,Crown,7.50,7.00,1.50,15.83,"Steering Knuckle Seal Kit",1.10
J5355962,Crown,6.00,5.50,0.75,8.17,"Steering Box Tie Plate",0.90
S437,Crown,8.00,7.50,4.50,53.33,Hub,6.60
J5758971,Crown,60.00,23.00,5.00,165,"Windshield Frame",20.00
5184150AF,Crown,3.25,3.25,1.50,48.33,"Oil Control Valve",0.56
4895372AB,Crown,5.00,5.00,2.00,11.33,"Coil Spring Isolator",0.60
J4488091,Crown,7.00,7.00,5.00,11.67,"Distributor Cap",0.60
55078134AF,Crown,29.00,26.50,8.50,48.33,"Fender Flare Brace",7.20
J8134782,Crown,9.50,5.00,3.50,106.67,Yoke,3.50
J8134038,Crown,3.50,3.50,1.75,71.07,"Reverse Idler Gear",0.90
J0910086,Crown,1.75,1.75,1.25,11.27,"Speedometer Drive Gear",0.30
J5462447,Crown,2.25,2.25,1.50,3.67,"Body Mount Bushing",0.20
J3236513,Crown,3.00,1.25,0.75,1.5,"Rocker Arm Bridge",0.10
4458366,Crown,3.50,3.50,1.75,58.93,"Idle Air Control Valve",0.40
4861746AB,Crown,14.50,9.50,2.25,30,"Air Filter",0.94
68019333AB,Crown,8.50,8.50,5.75,433.33,"Ring & Pinion Kit",10.40
4609140AB,Crown,6.50,4.50,3.75,68.33,"Ignition Coil",3.10
J5352476,Crown,14.00,14.00,4.00,83.33,"Brake Drum",20.00
5168653AC,Crown,20.50,3.75,3.75,53.33,"Tension Strut",5.60
68292503AA,Crown,48.00,21.00,19.00,416.66,"Radiator Support Frame",13.40
J0906750,Crown,9.00,9.00,1.00,17.5,"Parking Brake Cable",0.70
56041693AE,Crown,8.00,8.00,8.00,300,Alternator,15.00
4608801AB,Crown,10.25,5.50,4.75,208.33,Starter,9.06
RT20047,Crown,65.00,12.50,11.50,436.67,Bumper,74.80
H0061470,Crown,12.00,11.50,1.75,15,"Radiator Hose",1.30
J5355369,Crown,1.50,3.00,1.50,7.5,"Leaf Spring Bushing",0.10
J5362132,Crown,15.00,12.50,1.50,21.67,"Parking Brake Cable",1.30
J0906197,Crown,3.00,3.00,2.00,56.67,"Second Gear",1.50
J0688934,Crown,8.00,6.00,4.50,43.33,"Windshield Hinge",1.94
4567259,Crown,2.25,2.25,1.00,16.98,"Differential Carrier Bearing",0.30
5104688AA,Crown,16.00,11.25,5.75,200,"Evaporator Core",5.40
5011975AB,Crown,8.00,6.00,4.50,93.33,"Brake Caliper",6.20
J3235898,Crown,3.00,3.00,3.00,31.67,"Starter Relay",0.80
J5355721,Crown,11.25,7.50,2.00,21.67,"Parking Brake Cable",0.90
J0052877,Crown,3.25,3.25,1.25,25,"Pinion Bearing Cup",0.60
J0052941,Crown,3.25,3.25,1.25,15,"King Pin Bearing Cup",0.10
J3698103,Crown,0.50,0.50,0.25,1.25,"Door Hinge Pin Bushing",0.10
68308950AB,Crown,13.00,11.00,2.50,20,"Cabin Air Filter",0.80
L0000168,Crown,1.00,0.50,0.50,1.08,Bulb,0.10
4892425AA,Crown,9.25,6.00,5.50,75,"Water Pump",2.88
J3243111,Crown,13.25,5.25,4.00,60,"Oil Pickup Tube",0.90
